Epoch;Accuracy_tot;Loss_Tot;Class_loss;Box_loss
0;0.22668727460072127;1.6118264981976862;1.4771422671632997;0.13468423103438648
1;0.22565687789799072;1.614078673795595;1.4790764582150993;0.1350022155804956
2;0.2390520350334879;1.6154378667926739;1.4799841950076071;0.1354536717850667
3;0.24162802679031428;1.612281156163557;1.4796008071231204;0.13268034904043677
4;0.250386398763524;1.6073669446368368;1.4793266559740368;0.1280402886627999
5;0.24832560535806286;1.6081288245337209;1.479523070628713;0.12860575390500792
6;0.25090159711488924;1.6060581514357537;1.481392213329097;0.12466593810665676
7;0.250386398763524;1.6033730541290172;1.4802868237266953;0.12308623040232199
8;0.24781040700669757;1.6020163666765939;1.481224095434457;0.12079227124213682
9;0.250386398763524;1.6003473160010155;1.4809399014708309;0.11940741453018464
10;0.24935600206079342;1.6052198378097637;1.4837717196795204;0.12144811813024317
11;0.2426584234930448;1.604806432522553;1.4844086620993124;0.1203977704232406
12;0.2390520350334879;1.6074927404699468;1.4836292492858163;0.12386349118413045
13;0.2431736218444101;1.6018383472251991;1.4861160899363246;0.11572225728887434
14;0.23132405976300877;1.6059325941440556;1.4896029472842405;0.1163296468598151
15;0.241112828438949;1.6055452790474045;1.4863907324168437;0.11915454663056065
16;0.2385368366821226;1.6045537690168064;1.4857496038532207;0.11880416516358554
17;0.241112828438949;1.607214584478332;1.4874651720694572;0.11974941240887492
18;0.26275115919629055;1.6019104628879837;1.4856439793865317;0.11626648350145201
19;0.26017516743946417;1.6025583715797516;1.4856624337952509;0.11689593778450055
20;0.24214322514167955;1.6085890669726883;1.4905508435429646;0.1180382234297236
21;0.25090159711488924;1.5831140432696806;1.4865729063211919;0.09654113694848872
22;0.25296239052035036;1.582514443267319;1.4836522042904854;0.09886223897683381
23;0.25193199381761977;1.58595830420131;1.4810889085379537;0.10486939566335624
24;0.25193199381761977;1.5852056701793797;1.4779400086046677;0.10726566157471207
25;0.25914477073673364;1.5892948735810506;1.478130727745343;0.11116414583570745
26;0.26481195260175167;1.5865347069726046;1.4749605118890572;0.1115741950835474
27;0.2550231839258114;1.5899749974010533;1.4763676104380998;0.11360738696295351
28;0.2539927872230809;1.5897485872079022;1.476164788821504;0.11358379838639839
29;0.25244719216898504;1.5878004386583473;1.4779482000823614;0.10985223857598597
30;0.2472952086553323;1.5909724896375448;1.479487903089882;0.1114845865476629
31;0.25450798557444615;1.5902356305483505;1.4799196261956726;0.11031600435267767
32;0.24935600206079342;1.5854892089525368;1.478644908057974;0.10684430089456282
33;0.25193199381761977;1.5841937418883145;1.47880099422842;0.1053927476598945
34;0.24884080370942813;1.5882830398712866;1.4823326452806522;0.10595039459063428
35;0.2550231839258114;1.5890376647681934;1.4840070870904072;0.1050305776777862
36;0.2539927872230809;1.5880714032774055;1.4845983514092989;0.10347305186810658
37;0.25450798557444615;1.5851397597869605;1.483216094577638;0.1019236652093226
38;0.2534775888717156;1.5859621822803307;1.4835552076038043;0.10240697467652625
39;0.24781040700669757;1.5866483276127419;1.4849970413200146;0.10165128629272713
40;0.24884080370942813;1.5854538215428882;1.4839072524733545;0.10154656906953366
41;0.250386398763524;1.5220368044822257;1.4814756374762024;0.04056116700602339
42;0.256053580628542;1.524582232475772;1.4802346914960576;0.04434754097971457
43;0.25193199381761977;1.5296781940106448;1.482444708154473;0.047233485856171674
44;0.25296239052035036;1.5272246184636489;1.4787262646823984;0.048498353781250565
45;0.25450798557444615;1.5300040920636877;1.4816071649361737;0.04839692712751385
46;0.26326635754765587;1.5285829695643132;1.4778614034362825;0.050721566128030623
47;0.26532715095311693;1.5293346796374785;1.4787851576335893;0.05054952200388921
48;0.2596599690880989;1.5313798590212493;1.478944738153205;0.05243512086804413
49;0.26532715095311693;1.5340360605120966;1.4789652954604686;0.05507076505162801
50;0.26326635754765587;1.5340398769290222;1.4782816058025723;0.055758271126449876
51;0.2704791344667697;1.529563864256413;1.4738225214632439;0.05574134279316937
52;0.26532715095311693;1.5291809803551464;1.4734647771490412;0.05571620320610506
53;0.27202472952086554;1.527845188246014;1.4715765275517916;0.056268660694222546
54;0.2679031427099433;1.5275940124918541;1.471496314746949;0.056097697744905056
55;0.2642967542503864;1.529015181667715;1.4725945427023461;0.056420638965368884
56;0.2751159196290572;1.5280515050716095;1.4717870571759484;0.05626444789566126
57;0.2715095311695003;1.5285228958208497;1.4707122087355804;0.057810687085269104
58;0.2735703245749614;1.5305822705067906;1.4731184828226127;0.05746378768417775
59;0.26841834106130863;1.530648509845606;1.4739478031180067;0.05670070672759931
